rule_id$$table$$columns$$check$$check_details$$required$$valid$$hasSample$$tags$$errorMessage$$failedRowsSample
1$$tc_act_sec_usage$$ASSET_ID$$in$$"{\"column\": \"TC_INSTANCES.ASSET_ID\"}"$$2087414$$2087413$$true$$$$$$"{\"ASSET_ID\":\"a5d267155a0c48eda5fd00facd270859\",\"EVENT_ID\":\"ac1be67846f64b39a253a6257b73d61f\",\"EVENT_USAGE\":51,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}"
6$$tc_act_sec_usage$$ASSET_ID,EVENT_ID$$unique$$$$2087414$$2009388$$true$$$$$$"{\"ASSET_ID\":\"968AF7DB7CE4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C877A0CC62E040A8C0990E1B2E\",\"count\":9}
{\"ASSET_ID\":\"968AF7DB7DD6CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C72C8BCC62E040A8C0990E1B2E\",\"count\":9}
{\"MAINT_HIST_ID\":\"241456360c0a46819307327cf6de373a\",\"ASSET_ID\":\"4b87a5b9d32346d9ba21e5deeee15c7b\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"28-OCT-2011 00.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"a2e3837946774e25a34175ad1aefc16c\",\"ASSET_ID\":\"03ed2213b4c34d8787366153172f71f4\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"17-MAY-2011 21.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"819caeccf195466bbc8a16eb21d36cb6\",\"ASSET_ID\":\"3653794a95234b8eb6bcd902474e13fd\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"17-MAY-2011 23.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"d09d1bf095494f5b8f6cea32dd181f20\",\"ASSET_ID\":\"8f15fb7f528044429331a265aa190996\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"15-MAY-2011 23.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"18c62389a34440f286855526d2772da4\",\"ASSET_ID\":\"d4d69469c55544dd878fc3098b320137\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"05-JUN-2011 23.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"b18af62e81194ec9855f9fc02aa1ffc9\",\"ASSET_ID\":\"21ee3d69237345eca9b1febb9358fb1c\",\"MAINT_TEMPLATE_ID\":\"29e6d350fce84083b368287b11186a3d\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"27-OCT-2008 23.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"45b5cc8ddc84410b88c3961de9d98488\",\"ASSET_ID\":\"5536d19b97c945bf8d6ba9151645e69d\",\"MAINT_TEMPLATE_ID\":\"3861464a44514d80a3e1b285308ab577\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"24-JAN-2013 00.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"53b3f8ca77394e40830daa84fdae5281\",\"ASSET_ID\":\"9af3ee25f3d543839437384bd2cfc1bd\",\"MAINT_TEMPLATE_ID\":\"968CBCF60A65057DE040A8C0990E58AD\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"16-SEP-2010 00.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"600ff3fb1d12438faefeab2e0720a5db\",\"ASSET_ID\":\"9af3ee25f3d543839437384bd2cfc1bd\",\"MAINT_TEMPLATE_ID\":\"968CBCF609D9057DE040A8C0990E58AD\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"16-SEP-2010 00.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}
{\"MAINT_HIST_ID\":\"9f7dae7f6f3f4e39827125d663666a2e\",\"ASSET_ID\":\"9af3ee25f3d543839437384bd2cfc1bd\",\"MAINT_TEMPLATE_ID\":\"968CBCF60A00057DE040A8C0990E58AD\",\"MAINT_ENVIRONMENT_NAME\":\"Temperate\",\"ACTUAL_COMPLETION_DATE\":\"16-SEP-2010 00.00.02\",\"MAINTENANCE_STATUS\":\"Closed\"}"
122$$tc_maint_history$$MAINT_HIST_ID$$unique$$$$19745966$$18987626$$true$$$$$$"{\"MAINT_HIST_ID\":\"4b87b33ac5d14884a0babfd727e13034\",\"count\":23}
{\"MAINT_HIST_ID\":\"035bf5169e9142439e0a13e423c6cf88\",\"count\":23}
{\"MAINT_HIST_ID\":\"a57cb0f22c8f4993aa802210cbbc2c47\",\"count\":23}
{\"MAINT_HIST_ID\":\"64e7aecc69ca4ccab9108ceaa214f75e\",\"count\":23}
{\"MAINT_HIST_ID\":\"385dbda47b664713b2ea1ccf4e078fc8\",\"count\":9}
{\"MAINT_HIST_ID\":\"3cdead4b01b4410db3fc992fd1202381\",\"count\":9}
{\"MAINT_HIST_ID\":\"566efc42862e41418bfe74dc02fbe5fc\",\"count\":9}
{\"MAINT_HIST_ID\":\"bbab5263a56e42f4abafe391d69f0c2f\",\"count\":9}
{\"MAINT_HIST_ID\":\"d272930783754cba8fb17c257272af67\",\"count\":9}
{\"MAINT_HIST_ID\":\"acb3460cabe245d0bbf4339b51b44dc8\",\"count\":9}
{\"MAINT_HIST_ID\":\"d506f7b3723148db97a9c67abf8acf1f\",\"count\":9}
{\"MAINT_HIST_ID\":\"3c939fe8bd77440baf23a5d366cb4262\",\"count\":9}
{\"MAINT_HIST_ID\":\"759268de90114c87aad74f03e0ed1a55\",\"count\":9}
{\"MAINT_HIST_ID\":\"1d969052b1474c37a908acc57d29c225\",\"count\":9}
{\"MAINT_HIST_ID\":\"82ea8b4657714235ab5bc68745375005\",\"count\":9}
{\"MAINT_HIST_ID\":\"f509f1fb14294e2b9b2a24c1153b62b2\",\"count\":9}
{\"MAINT_HIST_ID\":\"ad22368d575c4605a3d619d8a7b82e7e\",\"count\":9}
{\"MAINT_HIST_ID\":\"8e96f0f72962469e878e342c01ae246a\",\"count\":9}
{\"MAINT_HIST_ID\":\"a4344f47095444cc860b1c1b597a20a6\",\"count\":9}
{\"MAINT_HIST_ID\":\"cd92d625356647609910945123eb29f8\",\"count\":9}
{\"MAINT_HIST_ID\":\"6242a71b6ce5438eb4901fb0ed50d71a\",\"count\":9}
{\"MAINT_HIST_ID\":\"7f61219b6def48acafd606c19d45866b\",\"count\":9}
{\"MAINT_HIST_ID\":\"eef844f645454e90b00f1df89e5850fc\",\"count\":9}
{\"MAINT_HIST_ID\":\"f0d63ab8a8dc43bcb8de5b502844a9b4\",\"count\":9}
{\"MAINT_HIST_ID\":\"c664a443d5fb481e8ef93cdbc1d45db9\",\"count\":9}
{\"MAINT_HIST_ID\":\"9785915179044d778bf0001d0d492772\",\"count\":9}
{\"MAINT_HIST_ID\":\"1fed9e7831cb44508e4c773a0d3c1134\",\"count\":9}
{\"MAINT_HIST_ID\":\"9fabc617815c4e058aa39527c5fcd38f\",\"count\":9}
{\"MAINT_HIST_ID\":\"05eef41e4c3143ae8ee2b0cc6de2996c\",\"count\":9}
{\"MAINT_HIST_ID\":\"a89ce7fdbfc2459f8930eb0598f75585\",\"count\":9}
{\"MAINT_HIST_ID\":\"3b0053d690ef49268a46bdb34204352d\",\"count\":9}
{\"MAINT_HIST_ID\":\"e88bea9e870a498788bd00190b2259cf\",\"count\":9}
{\"MAINT_HIST_ID\":\"0c08eb5412944b8ab0f640bc5122e667\",\"count\":9}
{\"MAINT_HIST_ID\":\"a0f5b370238545f5956c40250e0d52af\",\"count\":9}
{\"MAINT_HIST_ID\":\"9d4283230a9a488c833dbe04863550ce\",\"count\":9}
{\"MAINT_HIST_ID\":\"7e03cff1461d47169cf9a108d364b361\",\"count\":9}
{\"MAINT_HIST_ID\":\"b96bb37a2eaa4426823a293f43c7b2e8\",\"count\":9}
{\"MAINT_HIST_ID\":\"1d7d40d2bef1412fbd74dce31e09fe13\",\"count\":7}
{\"MAINT_HIST_ID\":\"2eae9b60171640b8bd778fe7780c9d33\",\"count\":7}
{\"MAINT_HIST_ID\":\"1122e99d58e842c68ed825aa34f6101b\",\"count\":7}
{\"MAINT_HIST_ID\":\"a41f86ded00540148ef8b3378fac8922\",\"count\":7}
{\"MAINT_HIST_ID\":\"25b9a6cf589246d5aafe5bfa0bd82f13\",\"count\":7}
{\"MAINT_HIST_ID\":\"822764d8943b4eec8048fc747865b4c6\",\"count\":7}
{\"MAINT_HIST_ID\":\"41265ee847894522907f32acfca84fce\",\"count\":7}
{\"MAINT_HIST_ID\":\"c96a3f13a31448c78db4778d7f179bc5\",\"count\":7}
{\"MAINT_HIST_ID\":\"cf979046456d4898b0dcfe778f9b1138\",\"count\":7}
{\"MAINT_HIST_ID\":\"2cc261e76d944847a1d751763f750aa9\",\"count\":7}
{\"MAINT_HIST_ID\":\"e8519da676684794905e2917333031a4\",\"count\":7}
{\"MAINT_HIST_ID\":\"fab4104854844d9eb18f3bccafca11d8\",\"count\":7}
{\"MAINT_HIST_ID\":\"97305e3813764109b747110bf01413c2\",\"count\":7}
{\"MAINT_HIST_ID\":\"d1c68aac95f24795bb0a2e23b6f3f83d\",\"count\":7}
{\"MAINT_HIST_ID\":\"4eb57026766a482eb34ed6809bf2e5d6\",\"count\":7}
{\"MAINT_HIST_ID\":\"38f4f23b3adf4b6182567d53e23d2bdc\",\"count\":7}
{\"MAINT_HIST_ID\":\"8c8d330c4fcc41588e290f6bf4e3ff63\",\"count\":7}
{\"MAINT_HIST_ID\":\"69be29decf5240b6af88aed83d0f4cb6\",\"count\":7}
{\"MAINT_HIST_ID\":\"482cfc0ab295468391081a0718756698\",\"count\":7}
{\"MAINT_HIST_ID\":\"ef3152337e1b4bd78e86e1e4ff98585c\",\"count\":7}
{\"MAINT_HIST_ID\":\"351aac4f3dcd4570b46bb3e1512ce7a1\",\"count\":7}
{\"MAINT_HIST_ID\":\"d7401d2072a24d15915089f739d60e47\",\"count\":7}
{\"MAINT_HIST_ID\":\"e310b2ecbf5f4e48ad73eeeaba08557f\",\"count\":7}
{\"MAINT_HIST_ID\":\"1a221dde27ec4745b3590263940c1cb1\",\"count\":7}
{\"MAINT_HIST_ID\":\"50a8e135930d433492f9cf71d008bf5d\",\"count\":7}
{\"MAINT_HIST_ID\":\"43a2d61fa7f34ba4934705aa300193ff\",\"count\":7}
{\"MAINT_HIST_ID\":\"c0ac45cb19d04ddcba75a30b56f86c85\",\"count\":7}
{\"MAINT_HIST_ID\":\"02e54acd5cb44325897239a4d3985407\",\"count\":7}
{\"MAINT_HIST_ID\":\"4db8e248251743a58b44b4581b015e09\",\"count\":7}
{\"MAINT_HIST_ID\":\"c1bac6f0991b49218e4de27ce69506b0\",\"count\":7}
{\"MAINT_HIST_ID\":\"f7a839177ea541a19f3e172336b89370\",\"count\":7}
{\"MAINT_HIST_ID\":\"ede4e4a2936a41ddb569ba1791586412\",\"count\":7}
{\"MAINT_HIST_ID\":\"8d00e4c098234d4d86ad540baef58bc6\",\"count\":7}
{\"MAINT_HIST_ID\":\"642fded65d6c4cfb879c338c9a57159b\",\"count\":7}
{\"MAINT_HIST_ID\":\"1b2c1addc5d542568e54be01ae177c4b\",\"count\":7}
{\"MAINT_HIST_ID\":\"8371ba2e0fe1473aa92338545edd4832\",\"count\":7}
{\"MAINT_HIST_ID\":\"4d99e198c34a4e8a8ef80f19ee0a9d53\",\"count\":7}
{\"MAINT_HIST_ID\":\"37e9c48925ac454faef5b94bc2b709b8\",\"count\":7}
{\"MAINT_HIST_ID\":\"d49df7ccc83248deb7d40d6aa601dacf\",\"count\":7}
{\"MAINT_HIST_ID\":\"94bc771b55744cdc8adffa16720af4d1\",\"count\":7}
{\"MAINT_HIST_ID\":\"e9d9789a5af94573a3c823ff7932940d\",\"count\":7}
{\"MAINT_HIST_ID\":\"a3e495ba3b254e33b74321d12993c529\",\"count\":7}
{\"MAINT_HIST_ID\":\"3e2222d30cbf4447bb80f701107f4174\",\"count\":7}
{\"MAINT_HIST_ID\":\"b920fb67f0c6464493c3ca8392c206f3\",\"count\":7}
{\"MAINT_HIST_ID\":\"f6fb69cefae0421da516865e1feb5df0\",\"count\":7}
{\"MAINT_HIST_ID\":\"3328b6a7d35c4901a25e3898961c16a0\",\"count\":7}
{\"MAINT_HIST_ID\":\"53966d6e5b96486fa013f804535cae46\",\"count\":7}
{\"MAINT_HIST_ID\":\"e07b637c4f294a1aa8f6410b9ef8e4ad\",\"count\":7}
{\"MAINT_HIST_ID\":\"4de2f6981088429dad92880b0cb8d005\",\"count\":7}
{\"MAINT_HIST_ID\":\"cda25e93ddf34a56b16eb8d464933c10\",\"count\":7}
{\"MAINT_HIST_ID\":\"acd15fcfe0bd432fac785fa50f2422af\",\"count\":7}
{\"MAINT_HIST_ID\":\"69e76178323545d79dcbdaf6b7a89d52\",\"count\":7}
{\"MAINT_HIST_ID\":\"c5e4f3020e854ad5869155ef66e21bc1\",\"count\":7}
{\"MAINT_HIST_ID\":\"854e0fcc69754968b69e291d8d1f9075\",\"count\":7}
{\"MAINT_HIST_ID\":\"7375f192b9374de48ec67cebab63d924\",\"count\":7}
{\"MAINT_HIST_ID\":\"c0b64eb1bd9a49d69dfc3cd09578d6af\",\"count\":7}
{\"MAINT_HIST_ID\":\"d5fc840073db42868d65bb3281b1b531\",\"count\":7}
{\"MAINT_HIST_ID\":\"7fa14998cd614b44a588cc969f7df13d\",\"count\":7}
{\"MAINT_HIST_ID\":\"60e88976375f4db4ae6cdc3b364b77bf\",\"count\":7}
{\"MAINT_HIST_ID\":\"65e982fafd574d6aaf98fa38731db3bb\",\"count\":7}
{\"MAINT_HIST_ID\":\"158be3ad20c54ed781ec4d5a0e3f7f3d\",\"count\":7}
{\"MAINT_HIST_ID\":\"cab152bb495f45caa82fb4ee2cbc300d\",\"count\":7}
{\"MAINT_HIST_ID\":\"4e4922c60f09418cbc2eda0994591690\",\"count\":7}"
125$$tc_maint_history$$MAINT_USAGE_ID$$unique$$$$19745966$$3412310$$true$$$$$$"{\"count\":16333656}"
634$$tc_model_alternatives$$ALTERNATE_PART_ID$$unique$$$$48949$$240$$true$$$$$$"{\"ALTERNATE_PART_ID\":\"4a46ae4cc75a48d6aba6a1758bcdfc42\",\"count\":3648}
{\"ALTERNATE_PART_ID\":\"0c591e127b9f4e239fcab47c6b36f8e1\",\"count\":3645}
{\"ALTERNATE_PART_ID\":\"de96dac932f942ca9fa75e02e23c2aa4\",\"count\":3633}
{\"ALTERNATE_PART_ID\":\"23e630465f1a47bb9d69de60f94478b6\",\"count\":3632}
{\"ALTERNATE_PART_ID\":\"15bafdb1d73a4f3b9de9793250742e57\",\"count\":3287}
{\"ALTERNATE_PART_ID\":\"b4dab18912e9412aa1da3d0c56698529\",\"count\":2455}
{\"ALTERNATE_PART_ID\":\"6c2d31cf48264ea6aa0c0fa27c836959\",\"count\":2328}
{\"ALTERNATE_PART_ID\":\"d42990d4c43d463fbf0a450d837f649d\",\"count\":2290}
{\"ALTERNATE_PART_ID\":\"bca7541a42fd4c2d9fe9f07fc014880a\",\"count\":2278}
{\"ALTERNATE_PART_ID\":\"22eb3c1abd114e078e1cfe1c788beb18\",\"count\":2246}
{\"ALTERNATE_PART_ID\":\"84a4b3c956854338a0134961dbf9bde2\",\"count\":1687}
{\"ALTERNATE_PART_ID\":\"a8a4112aea1f465e88acb001fdbd254b\",\"count\":1617}
{\"ALTERNATE_PART_ID\":\"236953b88d214d588bf3233bf0245269\",\"count\":1592}
{\"ALTERNATE_PART_ID\":\"731c219bbf474f139caa305e8213af4b\",\"count\":1587}
{\"ALTERNATE_PART_ID\":\"d641659571cf45eb811b8ca7a851e90c\",\"count\":1587}
{\"ALTERNATE_PART_ID\":\"6f680f51f5694e1e8d219db1e26025a3\",\"count\":1585}
{\"ALTERNATE_PART_ID\":\"c487e8dadad7447d997c12eebd8b1469\",\"count\":1585}
{\"ALTERNATE_PART_ID\":\"9d5ece34d6434f05815f77537ce608e4\",\"count\":1583}
{\"ALTERNATE_PART_ID\":\"aa05b6f3b0da4e9694ffff7f6c1597dd\",\"count\":1182}
{\"ALTERNATE_PART_ID\":\"064d6ecaafe2438c833accda910306ab\",\"count\":1028}
{\"ALTERNATE_PART_ID\":\"8a347e4e3031492fa5209ec09490e2a8\",\"count\":942}
{\"ALTERNATE_PART_ID\":\"b3c776d47a1b48aaa6e8725625d0b3b2\",\"count\":779}
{\"ALTERNATE_PART_ID\":\"fc3951aef1714f3f9e6d1d66e1ba477e\",\"count\":480}
{\"ALTERNATE_PART_ID\":\"ebb2295554ae4afb8572e9ce2d637617\",\"count\":470}
{\"ALTERNATE_PART_ID\":\"b1af9620153d40fa8254b69dabdce2fe\",\"count\":423}
{\"ALTERNATE_PART_ID\":\"4e6079d39d7442d6bd25d0575d45d1cd\",\"count\":199}
{\"ALTERNATE_PART_ID\":\"297ae7de2bf843f28a38b38f081e81dd\",\"count\":182}
{\"ALTERNATE_PART_ID\":\"6dbff8f51ce74a8aa4b90908f9f67308\",\"count\":172}
{\"ALTERNATE_PART_ID\":\"a00b55eb6cea4aa987caa7d38e84248f\",\"count\":56}
{\"ALTERNATE_PART_ID\":\"c7c2f56fd3d343ceaef45efd5e187f74\",\"count\":50}
{\"ALTERNATE_PART_ID\":\"ccc81340301a4a808c286bc5f56d512c\",\"count\":41}
{\"ALTERNATE_PART_ID\":\"c46268eee010414098e5100629d4df78\",\"count\":27}
{\"ALTERNATE_PART_ID\":\"08bb3501298c4c2c9e58a3f26a242b40\",\"count\":25}
{\"ALTERNATE_PART_ID\":\"1e991f0b034247f2883d45f42873acec\",\"count\":19}
{\"ALTERNATE_PART_ID\":\"cd866464087240b2b49222e4ba9eeb24\",\"count\":19}
{\"ALTERNATE_PART_ID\":\"30050c5e96674c688a8df4443905b9e2\",\"count\":19}
{\"ALTERNATE_PART_ID\":\"968AF7AAE055CC62E040A8C0990E1B2E\",\"count\":17}
{\"ALTERNATE_PART_ID\":\"968AF7AAE11CCC62E040A8C0990E1B2E\",\"count\":14}
{\"ALTERNATE_PART_ID\":\"d2dd7024892f4944a9ca9ccde66f386d\",\"count\":13}
{\"ALTERNATE_PART_ID\":\"90c80cba132c4ea583cb6c3a3d9f9213\",\"count\":13}
{\"ALTERNATE_PART_ID\":\"6baa41e09a89495bb79fe6f9e5ef8604\",\"count\":13}
{\"ALTERNATE_PART_ID\":\"5c58a443ac6540fdb4f1a05ae72391b2\",\"count\":12}
{\"ALTERNATE_PART_ID\":\"307e05e5f84345338672cb0141dfa3f8\",\"count\":12}
{\"ALTERNATE_PART_ID\":\"18908a7c73804e189716fb5ccbb8855b\",\"count\":12}
{\"ALTERNATE_PART_ID\":\"b2a47d4d08f444b484d20f82710ef8b6\",\"count\":10}
{\"ALTERNATE_PART_ID\":\"d63b445287d3489f8ff7252462516db2\",\"count\":9}
{\"ALTERNATE_PART_ID\":\"b251c53286ce4e0da59f3d9b8c082935\",\"count\":9}
{\"ALTERNATE_PART_ID\":\"fc89585fe6fe4596ad9a2d37b736e5e2\",\"count\":9}
{\"ALTERNATE_PART_ID\":\"05464ea8d6774be2bd9150b2ec1b3926\",\"count\":9}
{\"ALTERNATE_PART_ID\":\"4070f82d28d94fe6bbf8f73812a115dd\",\"count\":8}
{\"ALTERNATE_PART_ID\":\"836de7e446014e64a397fc2865f7cacd\",\"count\":8}
{\"ALTERNATE_PART_ID\":\"fb71cac26bce4b1a8118d8fabef98ed2\",\"count\":8}
{\"ALTERNATE_PART_ID\":\"0f951cd786c14b50bab6394f65dbb90f\",\"count\":7}
{\"ALTERNATE_PART_ID\":\"d8fc6314c7e447558f9fc511f84faed9\",\"count\":7}
{\"ALTERNATE_PART_ID\":\"83811efe47b74e69a7ef7ba8058e5444\",\"count\":7}
{\"ALTERNATE_PART_ID\":\"aa8b4e507056480ab1157860087a4b7d\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"d60728f352d24096be8cbd5d8a3c830c\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"968AF7AAE3DCCC62E040A8C0990E1B2E\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"48d0c4e5b6514699b16047bae94dbca1\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"b989b9c3e77640f89072f3debdb1e26a\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"04b9b7ca5ae04678b1d5ff33b55715ed\",\"count\":6}
{\"ALTERNATE_PART_ID\":\"a7c93b8bb81249dd944a19dcd77ec787\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"78a0c4eef7dd4007b778892473c8838a\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"ef30cfed21a54efd90b38536ebe0f9db\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"75edb16eaf1a4ee4a8542cd8810c6a84\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"4ee7c8f561d046ecae560e04cf8b6a55\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"574a5dbe0e454ca39d352026aa05eced\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"70d94c79c6e14d8995c51e4d501ab7dc\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"3e1544d3e15445d1b5cefa77ca3c0896\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"95c44ed2d38f43c5a61bac596fb36b9f\",\"count\":5}
{\"ALTERNATE_PART_ID\":\"96fcefd7f13948d9b896e05a631e28d3\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"58f321f091424ca492394d642fc19864\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"feb6014f27a34b2982194813335662f8\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"3c3290cc2b2b4336843f529420c98efe\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"e949a3ac022f4495aa9a63eed3831029\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"968AF7AAE11DCC62E040A8C0990E1B2E\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"514fc463a80a4f2bb533dcda6ef411c0\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"968AF7AAE047CC62E040A8C0990E1B2E\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"9edc414fa5c04153b8493d3c7ff70eb2\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"d21d2d03e28447a8bcd2b74ce83d9a4d\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"67ea4c854d9848c4847df7684ba751b2\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"dd9fd98c01624c40a976cf3486b52447\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"878d875d7b0a4818a60a3e888d46b2c4\",\"count\":4}
{\"ALTERNATE_PART_ID\":\"a3f7f9e2bbd94c1a93d7ebaa62dae1fd\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"05534a2d3934417fb6287b88bd10db21\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"a7ecaf603640403989c13318589e905d\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"39f910677b0f4bf0bd28774b04276af4\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"46650642a9de4bf78cd56d426ad03ff5\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"e99c2b836b594bf89a2fe1238d9628ba\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"8dd6dacb2e47476d86faca4ce1b2fc63\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"2c34768fb410464c9e4699f87fbe0b5d\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"8dc3356574c54b5b9bfbe786e345dc49\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"37876a596424457694c0e782112e7d9d\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"83b8760d296f48e98a9cb3958ab45d9d\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"f2bf9bbeb9824a5b96922bb551b56c66\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"d9bcf27f86f344d7b5335f056fb789aa\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"968AF7AAE3D6CC62E040A8C0990E1B2E\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"9b5eafa60f7c4edf88ace780861a1f41\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"1a25bbf5f59c43198d7ce3aad4a352a1\",\"count\":3}
{\"ALTERNATE_PART_ID\":\"bc927b6f7f9d4b9d89dd89a66b0ddf07\",\"count\":3}"
630$$tc_model_alternatives$$MODEL_ID$$unique$$$$48949$$21381$$true$$$$$$"{\"MODEL_ID\":\"1a06fdf975e24c83ad326d63ef7a9d74\",\"count\":13}
{\"MODEL_ID\":\"019f8c1095aa43eb9226da248a88cd18\",\"count\":11}
{\"MODEL_ID\":\"027dea4f9cba4d6bb518d2bddd88ff19\",\"count\":11}
{\"MODEL_ID\":\"0fd16e5d631a4478ae7ee6a8ec9109dc\",\"count\":11}
{\"MODEL_ID\":\"0dc0b2488e5f4539b92b2849a95ac191\",\"count\":11}
{\"MODEL_ID\":\"2c35bca96e2241309250d56b81a61352\",\"count\":11}
{\"MODEL_ID\":\"73c4b26cf4454584bd1d8fbcc0cac5de\",\"count\":11}
{\"MODEL_ID\":\"494484c24cbb49a69d64a21ddd62728e\",\"count\":11}
{\"MODEL_ID\":\"eb3c9c77c91d43d082b36c0e7b16b810\",\"count\":11}
{\"MODEL_ID\":\"bee1d3b2af3e4e1a92c649c53b145c51\",\"count\":11}
{\"MODEL_ID\":\"d1fcb5664a3040f99c4e3f28a303c97b\",\"count\":11}
{\"MODEL_ID\":\"f33a3a853dbc4fb58a5068b7b2a9e22f\",\"count\":11}
{\"MODEL_ID\":\"10476aee9cbd43939fb4f4c55a25d872\",\"count\":11}
{\"MODEL_ID\":\"3c21dd64f33b4f44829843b866d60d8d\",\"count\":11}
{\"MODEL_ID\":\"3755af35eab04d55a34c1b149066bf7c\",\"count\":11}
{\"MODEL_ID\":\"52308d3fecdf423baffa1c70ae69a4bb\",\"count\":11}
{\"MODEL_ID\":\"ec76096b3973462986a3ff8836ac5009\",\"count\":11}
{\"MODEL_ID\":\"5ab9f08d8c714df08b712058049c6e56\",\"count\":11}
{\"MODEL_ID\":\"2c0065af6070419abe9a0a93caa122d1\",\"count\":11}
{\"MODEL_ID\":\"9221228521df48e1b901df92e8e59a63\",\"count\":11}
{\"MODEL_ID\":\"6c9012a1937a437ab74f9fa2abc96d8d\",\"count\":11}
{\"MODEL_ID\":\"93798168699e43bcabacc83eb5f0ecd4\",\"count\":11}
{\"MODEL_ID\":\"4a6b91e73f8e4aa98eb56ecfaea3b93f\",\"count\":11}
{\"MODEL_ID\":\"feeea8f552f44256ab988c79054286e1\",\"count\":11}
{\"MODEL_ID\":\"adc6f4552cff48868df50e622e2f2f43\",\"count\":11}
