"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","DEFAULT_LENGTH","DATA_DEFAULT","CHAR_LENGTH"
"ITEM_HISTORIES","CREATED_BY","VARCHAR2",80,,,"N",,"",20
"ITEM_HISTORIES","CREATED_ON","DATE",7,,,"N",,"",0
"ITEM_HISTORIES","DISPOSITION_SCHEDULE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","DISPOSITION_SCHEDULE_LINE","NUMBER",22,8,0,"Y",,"",0
"ITEM_HISTORIES","DOCUMENTED_ON","DATE",7,,,"N",,"",0
"ITEM_HISTORIES","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_HISTORIES","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_HISTORIES","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_HISTORIES","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_HISTORIES","EIAC","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","ESTIMATED_RETURN_DATE","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","FIELD_NAME","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FORM_PRINTED_ON","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","FROM_TOP_ASSET","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","FROM_VALUE","VARCHAR2",400,,,"Y",,"",100
"ITEM_HISTORIES","FT_FROM_AWO","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","FT_FROM_CONDITION","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_FROM_DEPARTMENT","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_FROM_FURNISHED_BY","VARCHAR2",12,,,"Y",,"",3
"ITEM_HISTORIES","FT_FROM_KEY_REF","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","FT_FROM_LOCATION","VARCHAR2",160,,,"Y",,"",40
"ITEM_HISTORIES","FT_FROM_LOT","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_FROM_PRICE","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","FT_FROM_QUANTITY","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","FT_FROM_SEGREGATION_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_FROM_U_ID","VARCHAR2",400,,,"Y",,"",100
"ITEM_HISTORIES","FT_FROM_VENDOR_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_TO_AWO","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","FT_TO_CONDITION","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_TO_DEPARTMENT","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_TO_FURNISHED_BY","VARCHAR2",12,,,"Y",,"",3
"ITEM_HISTORIES","FT_TO_KEY_REF","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","FT_TO_LOCATION","VARCHAR2",160,,,"Y",,"",40
"ITEM_HISTORIES","FT_TO_LOT","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_TO_PRICE","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","FT_TO_QUANTITY","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","FT_TO_SEGREGATION_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","FT_TO_U_ID","VARCHAR2",400,,,"Y",,"",100
"ITEM_HISTORIES","FT_TO_VENDOR_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","INTERVAL_TYPE_01","VARCHAR2",8,,,"Y",,"",2
"ITEM_HISTORIES","INTERVAL_TYPE_02","VARCHAR2",8,,,"Y",,"",2
"ITEM_HISTORIES","INTERVAL_TYPE_03","VARCHAR2",8,,,"Y",,"",2
"ITEM_HISTORIES","ITEM_HISTORY_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_HISTORIES","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_HISTORIES","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","LIFE_CONSUMED_U_01","VARCHAR2",120,,,"Y",,"",30
"ITEM_HISTORIES","LIFE_CONSUMED_U_02","VARCHAR2",60,,,"Y",,"",15
"ITEM_HISTORIES","LIFE_CONSUMED_U_03","VARCHAR2",60,,,"Y",,"",15
"ITEM_HISTORIES","LOAN_NUMBER","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","MAINTAINED_POSITION_ID","VARCHAR2",320,,,"Y",,"",80
"ITEM_HISTORIES","MOVEIT_REMARKS","VARCHAR2",240,,,"Y",,"",60
"ITEM_HISTORIES","NEW_CAGE","VARCHAR2",20,,,"Y",,"",5
"ITEM_HISTORIES","NEW_PART","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","NEW_SERIAL","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","NHA_INTERVAL_TYPE","VARCHAR2",8,,,"Y",,"",2
"ITEM_HISTORIES","NHA_LIFE_CONSUMED_U","VARCHAR2",120,,,"Y",,"",30
"ITEM_HISTORIES","OLD_CAGE","VARCHAR2",20,,,"Y",,"",5
"ITEM_HISTORIES","OLD_PART","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","OLD_SERIAL","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","ORDER_NO","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PACKAGE_NO","NUMBER",22,3,0,"Y",,"",0
"ITEM_HISTORIES","PARENT_TRANSACTION_CODE","VARCHAR2",12,,,"Y",,"",3
"ITEM_HISTORIES","PART","VARCHAR2",200,,,"N",,"",50
"ITEM_HISTORIES","PART_CAGE_FLAG","VARCHAR2",4,,,"Y",,"",1
"ITEM_HISTORIES","PART_LIFE_01","VARCHAR2",60,,,"Y",,"",15
"ITEM_HISTORIES","PART_LIFE_02","VARCHAR2",60,,,"Y",,"",15
"ITEM_HISTORIES","PART_LIFE_03","VARCHAR2",60,,,"Y",,"",15
"ITEM_HISTORIES","PICK_LIST_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PI_GROUP","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PI_TAG","NUMBER",22,8,0,"Y",,"",0
"ITEM_HISTORIES","PI_TYPE","VARCHAR2",32,,,"Y",,"",8
"ITEM_HISTORIES","PM_FROM_ASSET","VARCHAR2",4,,,"Y",,"",1
"ITEM_HISTORIES","PM_MAINTENANCE_TYPE","VARCHAR2",100,,,"Y",,"",25
"ITEM_HISTORIES","PM_ROLE_CAPABILITY","VARCHAR2",32,,,"Y",,"",8
"ITEM_HISTORIES","PM_ROLE_STATE","VARCHAR2",32,,,"Y",,"",8
"ITEM_HISTORIES","POSITION","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PREVIOUS_TRANSFER_HISTORY_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PURCHASE_ORDER","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","PURCHASE_ORDER_LINE","VARCHAR2",24,,,"Y",,"",6
"ITEM_HISTORIES","QUANTITY","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","READINESS_STATE_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REASON_CODE","VARCHAR2",4,,,"Y",,"",1
"ITEM_HISTORIES","RECEIVED_ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_HISTORIES","REFERENCE_INFORMATION","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REMARKS","VARCHAR2",1000,,,"Y",,"",250
"ITEM_HISTORIES","REPAIR_CYCLE_DOCUMENT_NUMBER","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REQUESTED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REQUEST_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","RESERVE_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","RESERVE_VOUCHER","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REVERSED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","REVERSED_ON","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","REVERSE_REMARKS","VARCHAR2",240,,,"Y",,"",60
"ITEM_HISTORIES","SAFE_CUSTODY_REGISTER_ID","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","SCR_AUTHORIZATION_TK","VARCHAR2",320,,,"Y",,"",80
"ITEM_HISTORIES","SEGREGATION_CODE","VARCHAR2",80,,,"N",,"",20
"ITEM_HISTORIES","SERIAL","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","SHIPMENT_CONTROL_NO","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","SHIPPED_ON","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","SHIP_TO_DODAAC","VARCHAR2",24,,,"Y",,"",6
"ITEM_HISTORIES","SITE_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","SPAN","NUMBER",22,13,3,"Y",,"",0
"ITEM_HISTORIES","SPLIT_TO_ITEM_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","STATUS","VARCHAR2",4,,,"Y",,"",1
"ITEM_HISTORIES","TEMP_OUT_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","TOP_ITEM_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","TOTAL_VALUE","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","TO_PERSON","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","TO_TOP_ASSET","VARCHAR2",200,,,"Y",,"",50
"ITEM_HISTORIES","TO_VALUE","VARCHAR2",400,,,"Y",,"",100
"ITEM_HISTORIES","TRANSACTION_CODE","VARCHAR2",12,,,"N",,"",3
"ITEM_HISTORIES","TRANSACTION_DOCUMENT","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","TRANSACTION_DOCUMENTED_ON","DATE",7,,,"Y",,"",0
"ITEM_HISTORIES","TRANSACTION_REFERENCE_ID","VARCHAR2",320,,,"Y",,"",80
"ITEM_HISTORIES","TRANSACTION_TYPE","VARCHAR2",4,,,"N",,"",1
"ITEM_HISTORIES","UM_OVR","VARCHAR2",12,,,"Y",,"",3
"ITEM_HISTORIES","UM_OVR_FACTOR","NUMBER",22,10,0,"Y",,"",0
"ITEM_HISTORIES","UM_OVR_QTY","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","UNIT_OF_MEASURE","VARCHAR2",12,,,"Y",,"",3
"ITEM_HISTORIES","UNIT_PRICE","NUMBER",22,15,5,"Y",,"",0
"ITEM_HISTORIES","USER_REF1","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF10","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF11","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF15","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF16","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF2","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF3","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF4","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF5","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","USER_REF7","VARCHAR2",80,,,"Y",,"",20
"ITEM_HISTORIES","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_HISTORIES","VOUCHER","VARCHAR2",120,,,"N",,"",30
"ITEM_HISTORIES","WORK_UNIT_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_KEYS","CAGE","VARCHAR2",20,,,"N",,"",5
"ITEM_KEYS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_KEYS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_KEYS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_KEYS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_KEYS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_KEYS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_KEYS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_KEYS","ITEM_KEY","VARCHAR2",300,,,"N",,"",75
"ITEM_KEYS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_KEYS","PART","VARCHAR2",200,,,"N",,"",50
"ITEM_KEYS","SEGREGATION_CODE","VARCHAR2",80,,,"N",,"",20
"ITEM_KEYS","SERIAL","VARCHAR2",80,,,"N",,"",20
"ITEM_KEYS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","CAGE","VARCHAR2",20,,,"N",,"",5
"ITEM_MOD_IMPLICATIONS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_MOD_IMPLICATIONS","CREATED_ON","DATE",7,,,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_MOD_IMPLICATIONS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_MOD_IMPLICATIONS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_MOD_IMPLICATIONS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_MOD_IMPLICATIONS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_MOD_IMPLICATIONS","EMBODIMENT_STATUS","VARCHAR2",80,,,"N",,"",20
"ITEM_MOD_IMPLICATIONS","EO_NUMBER","VARCHAR2",200,,,"N",,"",50
"ITEM_MOD_IMPLICATIONS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_MOD_IMPLICATIONS","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_MOD_IMPLICATIONS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","LOGGED_ON","DATE",7,,,"N",,"",0
"ITEM_MOD_IMPLICATIONS","ORIGINATING_REFERENCE","VARCHAR2",80,,,"Y",,"",20
"ITEM_MOD_IMPLICATIONS","ORIGINATING_REFERENCE_DATE","DATE",7,,,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","PART","VARCHAR2",200,,,"N",,"",50
"ITEM_MOD_IMPLICATIONS","TRANSFERRED_ON","DATE",7,,,"Y",,"",0
"ITEM_MOD_IMPLICATIONS","TRANSFER_TO_JCN","VARCHAR2",80,,,"Y",,"",20
"ITEM_MOD_IMPLICATIONS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_REPLENISHMENT_RECORDS","AIRFRAME_HOURS","VARCHAR2",60,,,"Y",,"",15
"ITEM_REPLENISHMENT_RECORDS","ALT_POSITION","NUMBER",22,2,0,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","AMOUNT_ADDED","NUMBER",22,9,2,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","AMOUNT_REMAINING","NUMBER",22,9,2,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_REPLENISHMENT_RECORDS","CREATED_ON","DATE",7,,,"Y",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","EIAC","VARCHAR2",80,,,"N",,"",20
"ITEM_REPLENISHMENT_RECORDS","HOT_COLD","CHAR",4,,,"Y",,"",1
"ITEM_REPLENISHMENT_RECORDS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_REPLENISHMENT_RECORDS","ITEM_REPLENISHMENT_ID","VARCHAR2",320,,,"N",,"",80
"ITEM_REPLENISHMENT_RECORDS","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_REPLENISHMENT_RECORDS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_REPLENISHMENT_RECORDS","OPERATING_HOURS","VARCHAR2",60,,,"Y",,"",15
"ITEM_REPLENISHMENT_RECORDS","POSITION","VARCHAR2",80,,,"Y",,"",20
"ITEM_REPLENISHMENT_RECORDS","REMARKS","VARCHAR2",240,,,"Y",,"",60
"ITEM_REPLENISHMENT_RECORDS","REPLENISHMENT_DATE","DATE",7,,,"N",,"",0
"ITEM_REPLENISHMENT_RECORDS","REPLENISHMENT_DESCRIPTION","VARCHAR2",160,,,"N",,"",40
"ITEM_REPLENISHMENT_RECORDS","SITE_CODE","VARCHAR2",32,,,"Y",,"",8
"ITEM_REPLENISHMENT_RECORDS","TOP_ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_REPLENISHMENT_RECORDS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_REPLENISHMENT_RECORDS","WORK_UNIT_CODE","VARCHAR2",80,,,"N",,"",20
"ITEM_SANCTIONS","ACTIVITY_TYPE","VARCHAR2",200,,,"Y",,"",50
"ITEM_SANCTIONS","AUTHORITY","VARCHAR2",180,,,"Y",,"",45
"ITEM_SANCTIONS","CREATED_ON","DATE",7,,,"Y",,"",0
"ITEM_SANCTIONS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_SANCTIONS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_SANCTIONS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_SANCTIONS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_SANCTIONS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_SANCTIONS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_SANCTIONS","INTERVAL_TYPE","VARCHAR2",8,,,"Y",,"",2
"ITEM_SANCTIONS","IPT_CONCESSION","CHAR",4,,,"Y",,"",1
"ITEM_SANCTIONS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_SANCTIONS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_SANCTIONS","ORN_DATE","DATE",7,,,"Y",,"",0
"ITEM_SANCTIONS","ORN_SNOW","VARCHAR2",16,,,"Y",,"",4
"ITEM_SANCTIONS","ORN_TAIL_NUMBER","VARCHAR2",80,,,"Y",,"",20
"ITEM_SANCTIONS","PENALTY_FACTOR_NUMBER","VARCHAR2",20,,,"N",,"",5
"ITEM_SANCTIONS","PRIMARY_LIFE","VARCHAR2",60,,,"Y",,"",15
"ITEM_SANCTIONS","REMARKS","VARCHAR2",972,,,"Y",,"",243
"ITEM_SANCTIONS","SANCTIONED_ON","DATE",7,,,"N",,"",0
"ITEM_SANCTIONS","SANCTION_CODE","VARCHAR2",32,,,"N",,"",8
"ITEM_SANCTIONS","SEGREGATION_CODE","VARCHAR2",80,,,"N",,"",20
"ITEM_SANCTIONS","SEQUENCE","NUMBER",22,5,0,"N",,"",0
"ITEM_SANCTIONS","STATUS","VARCHAR2",4,,,"N",,"",1
"ITEM_SANCTIONS","USER_ID","VARCHAR2",80,,,"Y",,"",20
"ITEM_SANCTIONS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_SANCTIONS","WORK_ORDER_NO","VARCHAR2",80,,,"Y",,"",20
"ITEM_SANCTION_COMMENTS","COMMENTS","CLOB",4000,,,"Y",,"",0
"ITEM_SANCTION_COMMENTS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_SANCTION_COMMENTS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_SANCTION_COMMENTS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_SANCTION_COMMENTS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_SANCTION_COMMENTS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_SANCTION_COMMENTS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_SANCTION_COMMENTS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_SANCTION_COMMENTS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_SANCTION_COMMENTS","SANCTION_CODE","VARCHAR2",32,,,"N",,"",8
"ITEM_SANCTION_COMMENTS","SEQ","NUMBER",22,5,0,"N",,"",0
"ITEM_SANCTION_COMMENTS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_SUPP_SERVICINGS","AUTHORITY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","CERTIFICATE_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_SUPP_SERVICINGS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","CREATED_ON","DATE",7,,,"Y",,"",0
"ITEM_SUPP_SERVICINGS","CREATE_DATE","DATE",7,,,"N",,"",0
"ITEM_SUPP_SERVICINGS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_SUPP_SERVICINGS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_SUPP_SERVICINGS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_SUPP_SERVICINGS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_SUPP_SERVICINGS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_SUPP_SERVICINGS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_SUPP_SERVICINGS","FREQUENCY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_SUPP_SERVICINGS","LAST_CHANGED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_SUPP_SERVICINGS","SELF_SUPERVISED","CHAR",4,,,"Y",,"",1
"ITEM_SUPP_SERVICINGS","SUPERVISOR_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","SUPERVISOR_EMPLOYEE_NO","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","SUPERVISOR_NAME","VARCHAR2",160,,,"Y",,"",40
"ITEM_SUPP_SERVICINGS","SUPERVISOR_ON","DATE",7,,,"Y",,"",0
"ITEM_SUPP_SERVICINGS","SUPERVISOR_OVERRIDE","VARCHAR2",1600,,,"Y",,"",400
"ITEM_SUPP_SERVICINGS","TASK_DESCRIPTION","VARCHAR2",480,,,"N",,"",120
"ITEM_SUPP_SERVICINGS","TRADESMAN_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","TRADESMAN_EMPLOYEE_NO","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","TRADESMAN_NAME","VARCHAR2",160,,,"Y",,"",40
"ITEM_SUPP_SERVICINGS","TRADESMAN_ON","DATE",7,,,"Y",,"",0
"ITEM_SUPP_SERVICINGS","TRADESMAN_OVERRIDE","VARCHAR2",1600,,,"Y",,"",400
"ITEM_SUPP_SERVICINGS","TRADE_CODE","VARCHAR2",80,,,"Y",,"",20
"ITEM_SUPP_SERVICINGS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_USAGE_DETAILS","BOOLEAN_VALUE","VARCHAR2",4,,,"Y",,"",1
"ITEM_USAGE_DETAILS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_USAGE_DETAILS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_USAGE_DETAILS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_USAGE_DETAILS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_USAGE_DETAILS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_USAGE_DETAILS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_USAGE_DETAILS","FIX_SEQUENCE","NUMBER",22,5,0,"N",,"",0
"ITEM_USAGE_DETAILS","INTERVAL_TYPE","VARCHAR2",8,,,"N",,"",2
"ITEM_USAGE_DETAILS","ITEM_ID","VARCHAR2",80,,,"N",,"",20
"ITEM_USAGE_DETAILS","LAST_CHANGED_ON","DATE",7,,,"Y",,"",0
"ITEM_USAGE_DETAILS","READING_COUNT","VARCHAR2",60,,,"Y",,"",15
"ITEM_USAGE_DETAILS","READING_COUNT_DECIMAL","NUMBER",22,15,5,"N",,"",0
"ITEM_USAGE_DETAILS","READING_END","VARCHAR2",60,,,"N",,"",15
"ITEM_USAGE_DETAILS","READING_START","VARCHAR2",60,,,"N",,"",15
"ITEM_USAGE_DETAILS","RECORD_TYPE","VARCHAR2",4,,,"N",,"",1
"ITEM_USAGE_DETAILS","SHEET_SEQUENCE","NUMBER",22,5,0,"N",,"",0
"ITEM_USAGE_DETAILS","TEXT_VALUE","VARCHAR2",160,,,"Y",,"",40
"ITEM_USAGE_DETAILS","TYPE_DESCRIPTION","VARCHAR2",160,,,"N",,"",40
"ITEM_USAGE_DETAILS","VERSION_NUMBER","NUMBER",22,10,0,"Y",,"",0
"ITEM_USAGE_HEADERS","CALL_SIGN","VARCHAR2",200,,,"Y",,"",50
"ITEM_USAGE_HEADERS","CO_PILOT_NAME","VARCHAR2",80,,,"Y",,"",20
"ITEM_USAGE_HEADERS","CREATED_BY","VARCHAR2",80,,,"Y",,"",20
"ITEM_USAGE_HEADERS","CREATED_ON","DATE",7,,,"Y",,"",0
"ITEM_USAGE_HEADERS","EDWEFFECTIVEFROMTS","DATE",7,,,"N",,"",0
"ITEM_USAGE_HEADERS","EDWEFFECTIVETOTS","DATE",7,,,"Y",,"",0
"ITEM_USAGE_HEADERS","EDWLOADTS","DATE",7,,,"N",,"",0
"ITEM_USAGE_HEADERS","EDWSEQ_NO","NUMBER",22,10,0,"N",,"",0
"ITEM_USAGE_HEADERS","EDWSOFT_DEL_IND","NUMBER",22,3,0,"N",,"",0
"ITEM_USAGE_HEADERS","EDWSTG_ROW_OP","NUMBER",22,10,0,"N",,"",0
"ITEM_USAGE_HEADERS","ENDED_ON","DATE",7,,,"Y",,"",0
